Seriation_Number	Assemblage	8747428-3-1	5817790-5514301-9885816	3-3-1642721	3-7661413-1	5817790-5514301-3155459	4812328-4911238-1201087	412298-1389117-7348078	1202764-1-7348078	412298-6024320-7348078	3701711-3797726-7472059	3750475-1545863-2	4020137-1-6611426	412298-1-1863776	3750475-1-7348078	3-4887293-1	7674605-1-7348078	3-2-2	3-3-6833937	6527948-1-7348078	3-3-1	3-3-3	4812328-3-6931415	412298-8001689-7348078	0-1-2	4812328-3-1642721	4750371-1-7348078	3-5514301-9885816	5325197-960067-6611426	808903-5514301-9885816	5109645-1-7348078	3701711-3-7472059	4750371-9626936-6611426	6400441-1-7348078	3750475-1-2	2-4-3	3750475-1-3805113	3-7867265-1	3-5514301-2041369	5817790-8245660-3155459	4812328-3-5249940	4110975-7554510-6611426	3750475-4162886-7348078	1-3407854-4	4812328-3-1201087	412298-1-7348078	7331916-3-1642721	4812328-3-99355	4750371-9626936-2449238	5898407-9626936-6611426	4812328-9514273-1201087	7674605-1-1139042	0-3620350-2	412298-1-2957559	1-4-4	4750371-9626936-4432969	5109645-4787791-7348078	412298-1-8002703	5325197-1-6611426	3423956-3-1201087	4750371-1-6611426	5325197-7554510-6611426	4067697-3-1201087	412298-2874353-7348078	412298-7080700-7348078	1123723-1-6611426	6019964-3-1
61	assemblage-329-233	0	18	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	82	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	42	0	0	0	0	0	12	0	13	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	26
61	assemblage-565-984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	277	0	0	55	0	0	0	0	18

62	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
62	assemblage-462-648	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	137	0	0	0	0	0	0	0	0	0	9	27	0	23	0	0	0	0	0	22
62	assemblage-206-609	0	11	0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	16

63	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
63	assemblage-963-275	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	267	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	39
63	assemblage-206-609	0	11	0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	16

64	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
64	assemblage-963-275	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	267	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	39
64	assemblage-487-919	0	0	0	0	0	0	0	0	0	0	7	0	0	83	0	0	0	0	0	39	0	0	0	0	0	0	28	0	0	0	0	0	0	180	66	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	14

65	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
65	assemblage-262-339	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	5	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	7	0	16
65	assemblage-206-609	0	11	0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	16

66	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
66	assemblage-262-339	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	5	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	7	0	16
66	assemblage-487-919	0	0	0	0	0	0	0	0	0	0	7	0	0	83	0	0	0	0	0	39	0	0	0	0	0	0	28	0	0	0	0	0	0	180	66	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	14

67	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
67	assemblage-767-764	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	154	0	0	0	0	19
67	assemblage-206-609	0	11	0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	16

68	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
68	assemblage-767-764	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	154	0	0	0	0	19
68	assemblage-487-919	0	0	0	0	0	0	0	0	0	0	7	0	0	83	0	0	0	0	0	39	0	0	0	0	0	0	28	0	0	0	0	0	0	180	66	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	14

69	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
69	assemblage-767-764	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	154	0	0	0	0	19
69	assemblage-262-339	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	5	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	7	0	16

70	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
70	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17
70	assemblage-206-609	0	11	0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	16

71	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
71	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17
71	assemblage-487-919	0	0	0	0	0	0	0	0	0	0	7	0	0	83	0	0	0	0	0	39	0	0	0	0	0	0	28	0	0	0	0	0	0	180	66	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	14

72	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
72	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17
72	assemblage-262-339	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	5	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	7	0	16

73	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
73	assemblage-565-984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	277	0	0	55	0	0	0	0	18
73	assemblage-206-609	0	11	0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	16

74	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
74	assemblage-565-984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	277	0	0	55	0	0	0	0	18
74	assemblage-487-919	0	0	0	0	0	0	0	0	0	0	7	0	0	83	0	0	0	0	0	39	0	0	0	0	0	0	28	0	0	0	0	0	0	180	66	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	14

75	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
75	assemblage-565-984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	277	0	0	55	0	0	0	0	18
75	assemblage-262-339	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	5	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	7	0	16

76	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
76	assemblage-565-984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	277	0	0	55	0	0	0	0	18
76	assemblage-792-172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	10	341	0	0	0	0	9

77	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
77	assemblage-329-233	0	18	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	82	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	42	0	0	0	0	0	12	0	13	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	26
77	assemblage-206-609	0	11	0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	16

78	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
78	assemblage-329-233	0	18	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	82	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	42	0	0	0	0	0	12	0	13	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	26
78	assemblage-487-919	0	0	0	0	0	0	0	0	0	0	7	0	0	83	0	0	0	0	0	39	0	0	0	0	0	0	28	0	0	0	0	0	0	180	66	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	14

79	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
79	assemblage-329-233	0	18	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	82	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	42	0	0	0	0	0	12	0	13	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	26
79	assemblage-262-339	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	5	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	7	0	16

80	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
80	assemblage-329-265	0	44	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	22	127	0	0	0	0	0	12	43	0	15	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	68	0	0	0	0	0	13	0	0	0	0	0	24
80	assemblage-206-609	0	11	0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	16

81	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
81	assemblage-329-265	0	44	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	22	127	0	0	0	0	0	12	43	0	15	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	68	0	0	0	0	0	13	0	0	0	0	0	24
81	assemblage-487-919	0	0	0	0	0	0	0	0	0	0	7	0	0	83	0	0	0	0	0	39	0	0	0	0	0	0	28	0	0	0	0	0	0	180	66	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	14

82	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
82	assemblage-329-265	0	44	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	22	127	0	0	0	0	0	12	43	0	15	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	68	0	0	0	0	0	13	0	0	0	0	0	24
82	assemblage-262-339	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	5	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	7	0	16

83	assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	12	0	0	206	0	0	0	0	0	0	0	65	0	0	77	0	0	0	0	0	0	0	7
83	assemblage-329-265	0	44	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	22	127	0	0	0	0	0	12	43	0	15	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	68	0	0	0	0	0	13	0	0	0	0	0	24
83	assemblage-932-504	0	9	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	27	31	0	0	60	0	0	9	0	0	0	0	0	0	47	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	11

84	assemblage-500-912	0	0	0	0	0	0	0	0	0	0	13	0	0	77	0	0	0	0	0	48	0	0	0	0	0	0	27	0	0	0	0	0	0	196	50	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	13
84	assemblage-963-275	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	267	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	39
84	assemblage-206-609	0	11	0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	16

85	assemblage-500-912	0	0	0	0	0	0	0	0	0	0	13	0	0	77	0	0	0	0	0	48	0	0	0	0	0	0	27	0	0	0	0	0	0	196	50	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	13
85	assemblage-963-275	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	267	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	39
85	assemblage-462-648	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	137	0	0	0	0	0	0	0	0	0	9	27	0	23	0	0	0	0	0	22

86	assemblage-500-912	0	0	0	0	0	0	0	0	0	0	13	0	0	77	0	0	0	0	0	48	0	0	0	0	0	0	27	0	0	0	0	0	0	196	50	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	13
86	assemblage-767-764	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	154	0	0	0	0	19
86	assemblage-262-339	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	5	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	7	0	16

87	assemblage-500-912	0	0	0	0	0	0	0	0	0	0	13	0	0	77	0	0	0	0	0	48	0	0	0	0	0	0	27	0	0	0	0	0	0	196	50	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	13
87	assemblage-767-764	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	154	0	0	0	0	19
87	assemblage-792-172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	10	341	0	0	0	0	9

88	assemblage-500-912	0	0	0	0	0	0	0	0	0	0	13	0	0	77	0	0	0	0	0	48	0	0	0	0	0	0	27	0	0	0	0	0	0	196	50	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	13
88	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17
88	assemblage-262-339	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	5	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	7	0	16

89	assemblage-500-912	0	0	0	0	0	0	0	0	0	0	13	0	0	77	0	0	0	0	0	48	0	0	0	0	0	0	27	0	0	0	0	0	0	196	50	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	13
89	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17
89	assemblage-792-172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	10	341	0	0	0	0	9

90	assemblage-500-912	0	0	0	0	0	0	0	0	0	0	13	0	0	77	0	0	0	0	0	48	0	0	0	0	0	0	27	0	0	0	0	0	0	196	50	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	13
90	assemblage-565-984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	277	0	0	55	0	0	0	0	18
90	assemblage-262-339	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	5	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	7	0	16

91	assemblage-500-912	0	0	0	0	0	0	0	0	0	0	13	0	0	77	0	0	0	0	0	48	0	0	0	0	0	0	27	0	0	0	0	0	0	196	50	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	13
91	assemblage-565-984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	277	0	0	55	0	0	0	0	18
91	assemblage-792-172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	10	341	0	0	0	0	9

92	assemblage-500-912	0	0	0	0	0	0	0	0	0	0	13	0	0	77	0	0	0	0	0	48	0	0	0	0	0	0	27	0	0	0	0	0	0	196	50	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	13
